"2342","1592","2333","2307","1414","1551","1414","11","0","2","0","0","0","0"
" RowID","","","Product Name","System SKU","Barcode","Product SKU","บาร์โค้ดจริง","","หน่วย","","","",""
"SKU-2070-3666","2070","3666","คนอร์ ซุปก้อน รสเห็ดหอม 80ก แพค6 (คนอร์ ซุปก้อน รสเห็ดหอม 80ก แพค6)","U00002170","-","U00002170","","","","","","",""
"SKU-2071-3667","2071","3667","คนอร์ อร่อยชัวร์ ผงปรุงรสหมู 400ก (คนอร์ อร่อยชัวร์ ผงปรุงรสหมู 400ก)","U00002343","-","U00002343","","","","","","",""
"SKU-2072-3668","2072","3668","แพรอทนกแก้ว สบู่ก้อน บุปผชาติ ชมพู 105,115ก แพค4 (แพรอทนกแก้ว สบู่ก้อน บุปผชาติ ชมพู 105,115ก แพค4)","U00002317","-","U00002317","","","","","","",""
"SKU-2073-3669","2073","3669","แพรอทนกแก้ว สบู่ก้อน กุหลาบ ชมพู105ก แพค4 (แพรอทนกแก้ว สบู่ก้อน กุหลาบ ชมพู105ก แพค4)","U00002318","-","U00002318","","","","","","",""
"SKU-2074-3670","2074","3670","แพรอทนกแก้ว สบู่ก้อน ไม้หอม ฟ้า 105ก แพค4 (แพรอทนกแก้ว สบู่ก้อน ไม้หอม ฟ้า 105ก แพค4)","U00002319","-","U00002319","","","","","","",""
"SKU-2075-3671","2075","3671","แพรอทนกแก้ว สบู่ก้อน ลิลลี่ พีช 105ก แพค4 (แพรอทนกแก้ว สบู่ก้อน ลิลลี่ พีช 105ก แพค4)","U00002320","-","U00002320","","","","","","",""
"SKU-2076-3672","2076","3672","แพรอทนกแก้ว สบู่ก้อน โรสเบอรี่ ชมพู 105ก แพค4 (แพรอทนกแก้ว สบู่ก้อน โรสเบอรี่ ชมพู 105ก แพค4)","U00002321","-","U00002321","","","","","","",""
"SKU-2077-3673","2077","3673","ลัคกี้ทวิน อมยิ้มรูปหัวใจ 16 กรัมx12ชิ้น (ลัคกี้ทวิน อมยิ้มรูปหัวใจ 16กรัมx12ชิ้น)","U00002278","8858152037656","U00002278","","","","","","",""
"SKU-2077-3786","2077","3786","ลัคกี้ทวิน อมยิ้มรูปหัวใจ 16 กรัมx12ชิ้น (ลัคกี้ทวิน อมยิ้มรูปหัวใจ 16กรัมx12ชิ้นx24)","U00002278","8858152037663","U00002278","","","","","","",""
"SKU-2078-3674","2078","3674","ลัคกี้ทวิน อมยิ้มรูปดาว 16 กรัมx12ชิ้น (ลัคกี้ทวิน อมยิ้มรูปดาว 16 กรัมx12ชิ้น)","U00002279","8858152037694","U00002279","","","","","","",""
"SKU-2078-3787","2078","3787","ลัคกี้ทวิน อมยิ้มรูปดาว 16 กรัมx12ชิ้น (ลัคกี้ทวิน อมยิ้มรูปดาว 16 กรัมx12ชิ้นx24)","U00002279","8858152037700","U00002279","","","","","","",""
"SKU-2079-3675","2079","3675","กาโต้ ล้างจานเลมอน ถุง 900มล (กาโต้ ล้างจานเลมอน ถุง 900มล)","U00002326","-","U00002326","","","","","","",""
"SKU-2079-3676","2079","3676","กาโต้ ล้างจานเลมอน ถุง 900มล (กาโต้ ล้างจานเลมอน ถุง 900มล หีบx12)","U00002326","-","U00002326","","","","","","",""
"SKU-2080-3677","2080","3677","ก่อหยวน เกาลัดอบ 80 กรัม (ก่อหยวน เกาลัดอบ 80 กรัม)","U00002280","8858150001680","U00002280","","","","","","",""
"SKU-2080-3788","2080","3788","ก่อหยวน เกาลัดอบ 80 กรัม (ก่อหยวน เกาลัดอบ 80 กรัมx1x60)","U00002280","8858152011830","U00002280","","","","","","",""
"SKU-2081-3679","2081","3679","กาโต้ ล้างจานเลมอน ถุง 450มล (กาโต้ ล้างจานเลมอน ถุง 450มล )","U00002327","-","U00002327","","","","","","",""
"SKU-2081-3678","2081","3678","กาโต้ ล้างจานเลมอน ถุง 450มล (กาโต้ ล้างจานเลมอน ถุง 450มล หีบx24)","U00002327","-","U00002327","","","","","","",""
"SKU-2082-3680","2082","3680","คริสตัล น้ำมันปาล์ม ขวด 1ลิตร (คริสตัล น้ำมันปาล์ม ขวด 1ลิตร หีบx12)","U00002349","-","U00002349","","","","","","",""
"SKU-2083-3681","2083","3681","โพรเทคส์ สบู่ก้อน  โปรคลีน 60 ก แพค4   (โพรเทคส์ สบู่ก้อน  โปรคลีน 60 ก แพค4  )","U00002372","-","U00002372","","","","","","",""
"SKU-2084-3682","2084","3682","โพรเทคส์ สบู่ก้อน  ฟอร์เมนชาโคล60 ก แพค4   (โพรเทคส์ สบู่ก้อน  ฟอร์เมนชาโคล60 ก แพค4  )","U00002373","-","U00002373","","","","","","",""
"SKU-2085-3683","2085","3683","โพรเทคส์ สบู่ก้อน  ลาเวนเดอร์ไอซ์ฟรีซ 60 ก แพค4   (โพรเทคส์ สบู่ก้อน  ลาเวนเดอร์ไอซ์ฟรีซ 60 ก แพค4  )","U00002375","-","U00002375","","","","","","",""
"SKU-2086-3684","2086","3684","โพรเทคส์ สบู่ก้อน  เจจู 60 ก แพค4   (โพรเทคส์ สบู่ก้อน  เจจู 60 ก แพค4  )","U00002374","-","U00002374","","","","","","",""
"SKU-2087-3685","2087","3685","โพรเทคส์ สบู่ก้อน  พีโอนีทับทิม 60 ก แพค4   (โพรเทคส์ สบู่ก้อน  พีโอนีทับทิม 60 ก แพค4  )","U00002376","-","U00002376","","","","","","",""
"SKU-2091-3686","2091","3686","ราชารส ซอสหอยนางรม 1,000 มล. (ราชารส ซอสหอยนางรม 1,000มล.)","U00002344","8857100050006","U00002344","","","","","","",""
"SKU-2091-3687","2091","3687","ราชารส ซอสหอยนางรม 1,000 มล. (ราชารส ซอสหอยนางรม 1,000 มล.)","U00002344","18857100050003","U00002344","","","","","","",""
"SKU-2098-3688","2098","3688","หมีแพนด้า สาหร่ายทะเลปรุงรสดั้งเดิม 2 แผ่น 33 กรัมx100ชิ้น  (หมีแพนด้า สาหร่ายทะเลปรุงรสดั้งเดิม 2 แผ่น 33 กรัมx100ชิ้น)","U00002281","8850525002377","U00002281","","","","","","",""
"SKU-2099-3689","2099","3689","หมีแพนด้า สาหร่ายทะเลแห้งปรุงรสเผ็ด 2 แผ่น 35 กรัมx100ชิ้น (หมีแพนด้า สาหร่ายทะเลแห้งปรุงรสเผ็ด 2 แผ่น 35 กรัมx100ชิ้น)","U00002282","8850525002384","U00002282","","","","","","",""
"SKU-2100-3690","2100","3690","ราชารส ซอสปรุงรสน้ำปลา 700มล. (ราชารส ซอสปรุงรส รสน้ำปลา 700มล.)","U00002345","8857100050228","U00002345","","","","","","",""
"SKU-2100-3693","2100","3693","ราชารส ซอสปรุงรสน้ำปลา 700มล. (ราชารส ซอสปรุงรส รสน้ำปลา 700มล.)","U00002345","18857100050225","U00002345","","","","","","",""
"SKU-2104-3694","2104","3694","ลัคกี้ทวิน ลิตเติล ซีเล็คชั่น เยลลี่ สำเร็จรูปคละกลิ่นผลไม้ 10กรัมx12ชิ้น (ลัคกี้ทวิน ลิตเติล ซีเล็คชั่น เยลลี่ สำเร็จรูปคละกลิ่นผลไม้ 10กรัมx12ชิ้น)","U00002380","8858152030169","U00002380","","","","","","",""
"SKU-2105-3695","2105","3695","เลัคกี้ทวิน ลิตเติล ซีเล็คชั่น เยลลี่ สำเร็จรูปกังหัน คละกลิ่นผลไม้ 10กรัมx12ชิ้นยลล (ลัคกี้ทวิน ลิตเติล ซีเล็คชั่น เยลลี่ สำเร็จรูปกังหัน คละกลิ่นผลไม้ 10กรัมx12ชิ้น)","-","8858152031128","-","","","","","","",""
"SKU-2106-3696","2106","3696","ราชารส น้ำส้มสายชู 700มล. (ราชารสน้ำส้มสายชู 700มล.)","U00002346","8857100050303","U00002346","","","","","","",""
"SKU-2106-3697","2106","3697","ราชารส น้ำส้มสายชู 700มล. (ราชารสน้ำส้มสายชู 700มล.)","U00002346","18857100050300","U00002346","","","","","","",""
"SKU-2113-3698","2113","3698","ราชารส น้ำมะนาว1,000มล. (ราชารส น้ำมะนาว1,000มล.)","U00002347","8857100050372","U00002347","","","","","","",""
"SKU-2113-3699","2113","3699","ราชารส น้ำมะนาว1,000มล. (ราชารส น้ำมะนาว1,000มล.)","U00002347","18857100050379","U00002347","","","","","","",""
"SKU-2114-3700","2114","3700","ราชารส น้ำกระเทียมดอง 860มล. (ราชารสน้ำกระเทียมดอง 860มล.)","U00002348","8857100050402","U00002348","","","","","","",""
"SKU-2114-3702","2114","3702","ราชารส น้ำกระเทียมดอง 860มล. (ราชารส น้ำกระเทียมดอง 860มล)","U00002348","18857100050409","U00002348","","","","","","",""
"SKU-2115-3703","2115","3703","แพรอท ครีมอาบน้ำ ไวท์ทานาคา โอโรส 450มล แพค1+1 (แพรอท ครีมอาบน้ำ ไวท์ทานาคา โอโรส 450มล แพค1+1)","U00002322","-","U00002322","","","","","","",""
"SKU-2116-3704","2116","3704","แพรอท ครีมอาบน้ำ ทรอปิคอลไชน์ ส้ม 450มล แพค1+1 (แพรอท ครีมอาบน้ำ ทรอปิคอลไชน์ ส้ม 450มล แพค1+1)","U00002323","-","U00002323","","","","","","",""
"SKU-2117-3705","2117","3705","แพรอท ครีมอาบน้ำ เชอรี่โกลว์ แดง 450มล แพค1+1 (แพรอท ครีมอาบน้ำ เชอรี่โกลว์ แดง 450มล แพค1+1)","U00002324","-","U00002324","","","","","","",""
"SKU-2118-3706","2118","3706","แพรอท ครีมอาบน้ำ ไวท์ซากุระ ชมพูอ่อน 450มล แพค1+1 (แพรอท ครีมอาบน้ำ ไวท์ซากุระ ชมพูอ่อน 450มล แพค1+1)","U00002325","-","U00002325","","","","","","",""
"SKU-2119-3707","2119","3707","เบบี้มายด์ แป้งเด็ก สวีทตี้พิงค์ ชมพู 350 ก แพค1+1 (เบบี้มายด์ แป้งเด็ก สวีทตี้พิงค์ ชมพู 350 ก แพค1+1)","-","-","-","","","","","","",""
"SKU-2119-3708","2119","3708","เบบี้มายด์ แป้งเด็ก สวีทตี้พิงค์ ชมพู 350 ก แพค1+1 (เบบี้มายด์ แป้งเด็ก สวีทตี้พิงค์ ชมพู 350 ก หีบx12แพค1+1)","-","-","-","","","","","","",""
"SKU-2120-3709","2120","3709","เบบี้มายด์ แป้งเด็ก ดับเบิ้ลมิลค์ ม่วง 350 ก แพค1+1 (เบบี้มายด์ แป้งเด็ก ดับเบิ้ลมิลค์ ม่วง 350 ก แพค1+1)","-","-","-","","","","","","",""
"SKU-2121-3710","2121","3710","เบบี้มายด์ แป้งเด็ก ไบโอแกนิค เขียว 350 ก แพค1+1 (เบบี้มายด์ แป้งเด็ก ไบโอแกนิค เขียว 350 ก แพค1+1)","-","-","-","","","","","","",""
"SKU-2122-3711","2122","3711","เบบี้มายด์ แป้งเด็ก พรีไบโอติก ฟ้า 350 ก แพค1+1 (เบบี้มายด์ แป้งเด็ก พรีไบโอติก ฟ้า 350 ก แพค1+1)","-","-","-","","","","","","",""
"SKU-2123-3712","2123","3712","เบบี้มายด์ แป้งเด็ก ไวท์ซากุระ ขาวชมพู 350 ก แพค1+1 (เบบี้มายด์ แป้งเด็ก ไวท์ซากุระ ขาวชมพู 350 ก แพค1+1)","-","-","-","","","","","","",""
"SKU-2124-3713","2124","3713","เบบี้มายด์ แป้งเด็ก ลาเวนเดอร์ ขาวม่วง 160 ก (เบบี้มายด์ แป้งเด็ก ลาเวนเดอร์ ขาวม่วง 160 ก แพค3)","U00002335","-","U00002335","","","","","","",""
"SKU-2125-3714","2125","3714","รวมรส น้ำส้มสายชูเทียม 700มล หีบx12 (รวมรส น้ำส้มสายชูเทียม 700มล หีบx12)","U00002336","-","U00002336","","","","","","",""
"SKU-2126-3715","2126","3715","แพรอท ครีมอาบน้ำ พฤกษา เขียว 450มล เดี่ยว (แพรอท ครีมอาบน้ำ พฤกษา เขียว 450มล เดี่ยว)","U00002342","-","U00002342","","","","","","",""
"SKU-2126-3716","2126","3716","แพรอท ครีมอาบน้ำ พฤกษา เขียว 450มล เดี่ยว (แพรอท ครีมอาบน้ำ พฤกษา เขียว 450มล หีบx12)","U00002342","-","U00002342","","","","","","",""
"SKU-2129-3717","2129","3717","ไฮยีน ปรับผ้านุ่ม 20มล เลิฟทัช โอโรส แพค24 (ไฮยีน ปรับผ้านุ่ม 20มล เลิฟทัช โอโรส แพค24)","-","-","-","","","","","","",""
"SKU-2130-3718","2130","3718","ซันซิล แชมพู+นวด 325+300 มล ม่วง (ซันซิล แชมพู+นวด 325+300 มล ม่วง)","-","-","-","","","","","","",""
"SKU-2131-3719","2131","3719","ลักส์ ครีมอาบน้ำ ทับทิม แดง ถุงเติม 350มล 1+1 (ลักส์ ครีมอาบน้ำ ทับทิม แดง ถุงเติม 350มล 1+1)","-","-","-","","","","","","",""
"SKU-2132-3720","2132","3720","มงกุฎทะเล ปลาซาร์ดีน ในซอสมะเขือเทศ 145 ก (มงกุฎทะเล ปลาซาร์ดีน ในซอสมะเขือเทศ 145ก แพค10)","U00002359","-","U00002359","","","","","","",""
"SKU-2132-3721","2132","3721","มงกุฎทะเล ปลาซาร์ดีน ในซอสมะเขือเทศ 145 ก (มงกุฎทะเล ปลาซาร์ดีน ในซอสมะเขือเทศ 145ก หีบx100)","U00002359","-","U00002359","","","","","","",""
"SKU-2133-3722","2133","3722","ไฮยีน ปรับผ้านุ่ม 110 มล สวีทคิส ชมพู (ไฮยีน ปรับผ้านุ่ม 110 มล สวีทคิส ชมพู แพค3)","-","8850092282219","-","","","","","","",""
"SKU-2133-3723","2133","3723","ไฮยีน ปรับผ้านุ่ม 110 มล สวีทคิส ชมพู (ไฮยีน ปรับผ้านุ่ม 110 มล สวีทคิส ชมพู หีบx16แพค3)","-","48850092282217","-","","","","","","",""
"SKU-2134-3724","2134","3724","บีไนซ์ ครีมอาบน้ำปั๊ม 400มล ชมพู บิวตี้ฟูลไวท์  (บีไนซ์ อาบปั๊ม 400มล ชมพู ขวด)","-","-","-","","","","","","",""
"SKU-2134-3725","2134","3725","บีไนซ์ ครีมอาบน้ำปั๊ม 400มล ชมพู บิวตี้ฟูลไวท์  (บีไนซ์ อาบปั๊ม 400มล ชมพู หีบx12)","-","-","-","","","","","","",""
"SKU-2135-3726","2135","3726","บีไนซ์ ครีมอาบน้ำปั๊ม 400มล เขียว กระชับผิว (บีไนซ์ ครีมอาบน้ำปั๊ม 400มล เขียว กระชับผิว)","-","-","-","","","","","","",""
"SKU-2135-3733","2135","3733","บีไนซ์ ครีมอาบน้ำปั๊ม 400มล เขียว กระชับผิว (บีไนซ์ ครีมอาบน้ำปั๊ม 400มล เขียว กระชับผิว หีบx12)","-","-","-","","","","","","",""
"SKU-2136-3727","2136","3727","บีไนซ์ อาบปั๊ม 400มล บลูมอิน โอโรส เอ็นชานท์ (บีไนซ์ อาบปั๊ม 400มล บลูมอิน โอโรส เอ็นชานท์)","-","-","-","","","","","","",""
"SKU-2136-3728","2136","3728","บีไนซ์ อาบปั๊ม 400มล บลูมอิน โอโรส เอ็นชานท์ (บีไนซ์ อาบปั๊ม 400มล บลูมอิน โอโรส เอ็นชานท์ หีบx12)","-","-","-","","","","","","",""
"SKU-2137-3729","2137","3729","บีไนซ์ อาบปั๊ม 400มล บลูมอิน ม่วง แกลมปารีส (บีไนซ์ อาบปั๊ม 400มล บลูมอิน ม่วง แกลมปารีส)","-","-","-","","","","","","",""
"SKU-2137-3730","2137","3730","บีไนซ์ อาบปั๊ม 400มล บลูมอิน ม่วง แกลมปารีส (บีไนซ์ อาบปั๊ม 400มล บลูมอิน ม่วง แกลมปารีส หีบx12)","-","-","-","","","","","","",""
"SKU-2138-3731","2138","3731","บีไนซ์ อาบปั๊ม 400มล บลูมอิน ชมพู บลอสซั่มบลูม (บีไนซ์ อาบปั๊ม 400มล บลูมอิน ชมพู บลอสซั่มบลูม)","-","-","-","","","","","","",""
"SKU-2138-3732","2138","3732","บีไนซ์ อาบปั๊ม 400มล บลูมอิน ชมพู บลอสซั่มบลูม (บีไนซ์ อาบปั๊ม 400มล บลูมอิน ชมพู บลอสซั่มบลูม หีบx12)","-","-","-","","","","","","",""
"SKU-2139-3735","2139","3735","บีไนซ์ อาบปั๊ม 400มล ขาว/ชมพู มิสทิคไวท์ (บีไนซ์ ครีมอาบน้ำปั๊ม 400มล ขาว/ชมพู มิสทิคไวท์ หีบx12)","-","-","-","","","","","","",""
"SKU-2139-3734","2139","3734","บีไนซ์ อาบปั๊ม 400มล ขาว/ชมพู มิสทิคไวท์ (บีไนซ์ ครีมอาบน้ำปั๊ม 400มล ขาว มิสทิคไวท์)","-","-","-","","","","","","",""
"SKU-2140-3737","2140","3737","ฟ้าไทย ผงปรุงรสหมู 75ก (ฟ้าไทย ผงปรุงรสหมู 75ก แพค10)","U00002363","8854334002665","U00002363","","","","","","",""
"SKU-2140-3738","2140","3738","ฟ้าไทย ผงปรุงรสหมู 75ก (ฟ้าไทย ผงปรุงรสหมู 75ก หีบx8แพค10)","U00002363","38854334002048","U00002363","","","","","","",""
"SKU-2141-3739","2141","3739","ฟ้าไทย ผงปรุงรสหมู 165ก (ฟ้าไทย ผงปรุงรสหมู 165ก แพค6)","U00002364","-","U00002364","","","","","","",""
"SKU-2141-3740","2141","3740","ฟ้าไทย ผงปรุงรสหมู 165ก (ฟ้าไทย ผงปรุงรสหมู 165ก หีบx6แพค6)","U00002364","-","U00002364","","","","","","",""
"SKU-2142-3741","2142","3741","ฟ้าไทย ผงปรุงรสหมู 400ก (ฟ้าไทย ผงปรุงรสหมู 400ก)","U00002365","-","U00002365","","","","","","",""
"SKU-2142-3742","2142","3742","ฟ้าไทย ผงปรุงรสหมู 400ก (ฟ้าไทย ผงปรุงรสหมู 400ก หีบx20)","U00002365","-","U00002365","","","","","","",""
"SKU-2143-3743","2143","3743","ฟ้าไทย ซุปน้ำรสหมู 25มล  (ฟ้าไทย ซุปน้ำรสหมู 25มล แพค10)","U00002366","8854334004737","U00002366","","","","","","",""
"SKU-2144-3744","2144","3744","ฟ้าไทย ผงทำซุปน้ำใส 165ก (ฟ้าไทย ผงทำซุปน้ำใส 165ก แพค6)","U00002367","8854334002856","U00002367","","","","","","",""
"SKU-2145-3747","2145","3747","ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำใส) (ฟ้าไทย น้ำก๋วยเตี๋ยวเข้มข้น (น้ำใส) 350ก)","U00002368","8854334002498","U00002368","","","","","","",""
"SKU-2145-3746","2145","3746","ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำใส) (ฟ้าไทย น้ำก๋วยเตี๋ยวเข้มข้น (น้ำใส) 350ก แพค6)","U00002368","8854334003686","U00002368","","","","","","",""
"SKU-2145-3748","2145","3748","ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำใส) (ฟ้าไทย น้ำก๋วยเตี๋ยวเข้มข้น (น้ำใส) 350ก หีบx6แพค6)","U00002368","28854334000931","U00002368","","","","","","",""
"SKU-2146-3750","2146","3750","ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำข้น)  (ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำข้น) )","U00002369","8854334003488","U00002369","","","","","","",""
"SKU-2146-3749","2146","3749","ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำข้น)  (ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำข้น) แพค6)","U00002369","8854334003549","U00002369","","","","","","",""
"SKU-2146-3751","2146","3751","ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำข้น)  (ฟ้าไทย น้ำก๋วยเตี๋ยว 350ก เข้มข้น (น้ำข้น) หีบx6แพค6)","U00002369","28854334000948","U00002369","","","","","","",""
"SKU-2147-3752","2147","3752","ฟ้าไทย น้ำซุปหมาล่าเข้มข้น 150มล (ฟ้าไทย น้ำซุปหมาล่าเข้มข้น 150มล แพค3)","U00002370","-","U00002370","","","","","","",""
"SKU-2148-3753","2148","3753","มากาโดะ ข้าวโพดอบ รสสวีทบัตเตอร์ 24 ก. x12 (มากาโดะ ข้าวโพดอบ รสสวีทบัตเตอร์ 24 ก. x 12)","U00002361","-","U00002361","","","","","","",""
"SKU-2149-3754","2149","3754","มากาโดะ ข้าวโพดอบ รสคอร์นชีส 24 ก. x 12 (มากาโดะ ข้าวโพดอบ รสคอร์นชีส 24 ก. x 12)","U00002362","-","U00002362","","","","","","",""
"SKU-2150-3755","2150","3755","ดีเฮิร์บ แปรงสีฟัน รุ่น7701 แพค12 (ดีเฮิร์บ แปรงสีฟัน รุ่น7701 เดี่ยว แพค12)","U00002339","8858956701258","U00002339","","","","","","",""
"SKU-2150-3756","2150","3756","ดีเฮิร์บ แปรงสีฟัน รุ่น7701 แพค12 (ดีเฮิร์บ แปรงสีฟัน รุ่น7701 เดี่ยว หีบx12แพค12)","U00002339","8858956701265","U00002339","","","","","","",""
"SKU-2151-3758","2151","3758","โอโม ซันชายน์ 2600ก ส้ม (โอโม ซันชายน์ 2600ก ส้ม)","U00002371","8851932443173","U00002371","","","","","","",""
"SKU-2151-3757","2151","3757","โอโม ซันชายน์ 2600ก ส้ม (โอโม ซันชายน์ 2600ก ส้ม หีบx6)","U00002371","18851932436639","U00002371","","","","","","",""
"SKU-2152-3759","2152","3759","เบบี้เลิฟ เดย์ไนท์แพนท์ L12 New (เบบี้เลิฟ เดย์ไนท์แพนท์ L12 New หีบx8)","U00002377","-","U00002377","","","","","","",""
"SKU-2153-3760","2153","3760","เบบี้เลิฟ เดย์ไนท์แพนท์ XL11 New (เบบี้เลิฟ เดย์ไนท์แพนท์ XL11 New หีบx8)","U00002378","-","U00002378","","","","","","",""
"SKU-2154-3761","2154","3761","เบบี้เลิฟ เดย์ไนท์แพนท์ XXL9 New (เบบี้เลิฟ เดย์ไนท์แพนท์ XXL9 New หีบx8)","U00002379","-","U00002379","","","","","","",""
"SKU-2155-3763","2155","3763","คาร์เนชั่น ครีมเทียมข้นหวาน กป 388ก  (คาร์เนชั่น ครีมเทียมข้นหวาน กป 388ก  )","U00002387","-","U00002387","","","","","","",""
"SKU-2155-3762","2155","3762","คาร์เนชั่น ครีมเทียมข้นหวาน กป 388ก  (คาร์เนชั่น ครีมเทียมข้นหวาน กป 388ก หีบx48)","U00002387","-","U00002387","","","","","","",""
"SKU-2156-3765","2156","3765","เบบี้มายด์ แป้ง 350 ก แพค2+1 สวีทตี้พิงค์ ชมพู  (เบบี้มายด์ แป้ง 350 ก แพค2+1 ชมพู หีบx12แพค  )","U00002382","18851123750179","U00002382","","","","","","",""
"SKU-2156-3764","2156","3764","เบบี้มายด์ แป้ง 350 ก แพค2+1 สวีทตี้พิงค์ ชมพู  (เบบี้มายด์ แป้ง 350 ก แพค2+1 สวีทตี้พิงค์ ชมพู )","U00002382","8851123749084","U00002382","","","","","","",""
"SKU-2157-3766","2157","3766","เบบี้มายด์ แป้ง 350 ก แพค2+1 ดับเบิ้ลมิลค์ ม่วง (เบบี้มายด์ แป้ง 350 ก แพค2+1 ดับเบิ้ลมิลค์ ม่วง)","U00002383","8851123749060","U00002383","","","","","","",""
"SKU-2157-3767","2157","3767","เบบี้มายด์ แป้ง 350 ก แพค2+1 ดับเบิ้ลมิลค์ ม่วง (เบบี้มายด์ แป้ง 350 ก แพค2+1 ม่วง หีบx12แพค)","U00002383","18851123750186","U00002383","","","","","","",""
"SKU-2158-3770","2158","3770","เบบี้มายด์ แป้ง 350 ก แพค2+1 ไบโอแกนิค เขียว (เบบี้มายด์ แป้ง 350ก ไบโอแกนิค เขียว หีบx12แพค2+1)","U00002384","18851123750292","U00002384","","","","","","",""
"SKU-2158-3769","2158","3769","เบบี้มายด์ แป้ง 350 ก แพค2+1 ไบโอแกนิค เขียว (เบบี้มายด์ แป้ง 350 ก แพค2+1 ไบโอแกนิค เขียว)","U00002384","8851123749008","U00002384","","","","","","",""
"SKU-2159-3772","2159","3772","เบบี้มายด์ แป้ง 350 ก แพค2+1 พรีไบโอติก ฟ้า (เบบี้มายด์ แป้ง 350 ก พรีไบโอติก ฟ้า หีบx12แพค2+1)","U00002385","-","U00002385","","","","","","",""
"SKU-2159-3771","2159","3771","เบบี้มายด์ แป้ง 350 ก แพค2+1 พรีไบโอติก ฟ้า (เบบี้มายด์ แป้ง 350 ก แพค2+1 พรีไบโอติก ฟ้า)","U00002385","8851123750257","U00002385","","","","","","",""
"SKU-2160-3774","2160","3774","เบบี้มายด์ แป้ง 350 ก แพค2+1 ไวท์ซากุระ ขาวชมพู (เบบี้มายด์ แป้ง 350 ก  ซากุระชมพู หีบx12แพค2+1)","U00002386","18851123750308","U00002386","","","","","","",""
"SKU-2160-3773","2160","3773","เบบี้มายด์ แป้ง 350 ก แพค2+1 ไวท์ซากุระ ขาวชมพู (เบบี้มายด์ แป้ง 350 ก แพค2+1 ไวท์ซากุระ ขาวชมพู)","U00002386","8851123749046","U00002386","","","","","","",""
"SKU-2161-3789","2161","3789","มอลคิสท์ แครกเกอร์ ต้มยำ 31ก x12 (มอลคิสท์ แครกเกอร์ ต้มยำ 31ก แพค12)","-","8996001311462","-","","","","","","",""
"SKU-2162-3790","2162","3790","ยูปี้ 5บ. วากิวเบอร์เกอร์ 18ก กล่อง12ซ (ยูปี้ 5บ. วากิวเบอร์เกอร์ 18ก กล่อง12ซ)","U00002389","8990102001048","U00002389","","","","","","",""
"SKU-2163-3791","2163","3791","ยูปี้ 5บ. ทวินเบอร์เกอร์ 15ก กล่อง12ซ (ยูปี้ 5บ. ทวินเบอร์เกอร์ 15ก กล่อง12ซ)","U00002390","-","U00002390","","","","","","",""
"SKU-2164-3792","2164","3792","ยูปี้ 5บ. กัมมี่ฟรายส์15ก กล่อง12ซ (ยูปี้ 5บ. กัมมี่ฟรายส์15ก กล่อง12ซ)","U00002391","8992741983549","U00002391","","","","","","",""
"SKU-2165-3793","2165","3793","กู๊ดดี้ ฮอร์ เซียงจา ขนิดแผ่น 10ชิ้น / 85 กรัม  (กู๊ดดี้ ฮอร์ขนิดแผ่น 85 กรัม /10ชิ้น )","-","6921951403570","-","","","","","","",""
"SKU-2166-3794","2166","3794","ยูปี้ 5บ. สตรอเบอรี่คิส 14ก กล่อง12ซ (ยูปี้ 5บ. สตรอเบอรี่คิส 14ก กล่อง12ซ)","U00002392","8992741944175","U00002392","","","","","","",""
"SKU-2167-3795","2167","3795","ยูปี้ 5บ. ทวินฮิปโป 14ก กล่อง12ซ (ยูปี้ 5บ. ทวินฮิปโป 14ก กล่อง12ซ)","U00002393","8990102000461","U00002393","","","","","","",""
"SKU-2168-3796","2168","3796","ยูปี้ 5บ. มายวอช 13ก กล่อง12ซ (ยูปี้ 5บ. มายวอช 13ก กล่อง12ซ)","U00002394","8992741988100","U00002394","","","","","","",""
"SKU-2169-3797","2169","3797","ยูปี้ 5บ. นีออนสติ๊ก 13ก กล่อง12ซ (ยูปี้ 5บ. นีออนสติ๊ก 13ก กล่อง12ซ)","U00002395","8992741981255","U00002395","","","","","","",""
"SKU-2170-3798","2170","3798","ยูปี้ 5บ. ซาวร์บอนซ์แตงโม 10ก กล่อง12ซ (ยูปี้ 5บ. ซาวร์บอนซ์แตงโม 10ก กล่อง12ซ)","-","-","-","","","","","","",""
"SKU-2171-3799","2171","3799","เชฟหวัง ขนมปัง รูปสัตว์น่ารัก 120 กรัม (เซฟหวัง ขนมปังกรอบ รูปสัตว์น่ารัก 120 กรัม)","-","8858152038325","-","","","","","","",""
"SKU-2172-3800","2172","3800","เชฟหวัง บิสกิต เอบีซี 125 กรัม   (เซฟหวัง บิสกิต เอบีซี 125 กรัม  )","-","8858152038332","-","","","","","","",""
