"2342","1592","2333","2307","1414","1551","1414","11","0","2","0","0","0","0"
" RowID","","","Product Name","System SKU","Barcode","Product SKU","บาร์โค้ดจริง","","หน่วย","","","",""
"SKU-808-2778","808","2778","เด็กสมบูรณ์ ซอสหอยนางรมสูตรเข้มข้น 800ก 	 (เด็กสมบูรณ์ ซอสหอยนางรมสูตรเข้มข้น 800ก 	แพค3)","U00001263","8850206900633","U00001263","","","","","","",""
"SKU-808-1905","808","1905","เด็กสมบูรณ์ ซอสหอยนางรมสูตรเข้มข้น 800ก 	 (เด็กสมบูรณ์ ซอสหอยนางรมสูตรเข้มข้น 800ก 	หีบx12)","U00001263","18850206117519","U00001263","","","","","","",""
"SKU-809-1906","809","1906","ควิกไวไว 7บ ต้มยำมันกุ้ง 60 ก. ซอง (ควิกไวไว 7บ ต้มยำมันกุ้ง 60 ก. กล่อง30ซ)","U00001242","-","U00001242","","","","","","",""
"SKU-810-1907","810","1907","เลย์คลาสสิค มันฝรั่งทอด รสมันฝรั่งแท้ 48ก. (เลย์ มันฝรั่งทอด รสมันฝรั่งแท้ 48ก. แพค6)","U00001145","8850718714919","U00001145","","","","","","",""
"SKU-810-1908","810","1908","เลย์คลาสสิค มันฝรั่งทอด รสมันฝรั่งแท้ 48ก. (เลย์ มันฝรั่งทอด รสมันฝรั่งแท้ 48ก. หีบx8แพค6)","U00001145","8850718923076","U00001145","","","","","","",""
"SKU-811-1909","811","1909","เลย์ มันฝรั่งทอด รสโนริสาหร่าย 48ก  (เลย์ มันฝรั่งทอด รสโนริสาหร่าย 48ก แพค6)","U00001146","8850718714926","U00001146","","","","","","",""
"SKU-811-1910","811","1910","เลย์ มันฝรั่งทอด รสโนริสาหร่าย 48ก  (เลย์ มันฝรั่งทอด รสโนริสาหร่าย 48ก หีบx8แพค6)","U00001146","8850718923083","U00001146","","","","","","",""
"SKU-812-1911","812","1911","เลย์ มันฝรั่งทอด รสเมี่ยงคำครบรส 48ก   (เลย์ มันฝรั่งทอด รสเมี่ยงคำครบรส 48ก แพค6)","U00001147","8850718714971","U00001147","","","","","","",""
"SKU-812-1912","812","1912","เลย์ มันฝรั่งทอด รสเมี่ยงคำครบรส 48ก   (เลย์ มันฝรั่งทอด รสเมี่ยงคำครบรส 48ก 	หีบx8 แพค6)","U00001147","8850718923137","U00001147","","","","","","",""
"SKU-813-1913","813","1913","เลย์ มันฝรั่งทอด รสซาวครีมหัวหอม 48ก  (เลย์ มันฝรั่งทอด รสซาวครีมหัวหอม 48ก แพค6)","U00001148","8850718714964","U00001148","","","","","","",""
"SKU-813-1914","813","1914","เลย์ มันฝรั่งทอด รสซาวครีมหัวหอม 48ก  (เลย์ มันฝรั่งทอด รสซาวครีมหัวหอม 48ก หีบx8 แพค6 )","U00001148","8850718923120","U00001148","","","","","","",""
"SKU-814-1915","814","1915","เลย์ มันฝรั่งทอด รสฮอตแอนด์สไปซี่ 48ก  (เลย์ มันฝรั่งทอด รสฮอตแอนด์สไปซี่ 48ก แพค6)","-","-","-","","","","","","",""
"SKU-814-1916","814","1916","เลย์ มันฝรั่งทอด รสฮอตแอนด์สไปซี่ 48ก  (เลย์ มันฝรั่งทอด รสฮอตแอนด์สไปซี่ 48ก 	หีบx8 แพค6)","-","-","-","","","","","","",""
"SKU-815-1917","815","1917","เลย์ มันฝรั่งทอด รสไข่เค็ม 44ก  (เลย์ มันฝรั่งทอด รสไข่เค็ม 44ก  แพค6)","U00001151","8850718716609","U00001151","","","","","","",""
"SKU-815-1918","815","1918","เลย์ มันฝรั่งทอด รสไข่เค็ม 44ก  (เลย์ มันฝรั่งทอด รสไข่เค็ม 44ก 	หีบx8 แพค6)","U00001151","8850718926336","U00001151","","","","","","",""
"SKU-816-1919","816","1919","เลย์ร็อค มันฝรั่งทอด รสมันฝรั่งแท้ 48ก  (เลย์ร็อค มันฝรั่งทอด รสมันฝรั่งแท้ 48ก  แพค6)","U00001152","8850718714902","U00001152","","","","","","",""
"SKU-816-1920","816","1920","เลย์ร็อค มันฝรั่งทอด รสมันฝรั่งแท้ 48ก  (เลย์ร็อค มันฝรั่งทอด รสมันฝรั่งแท้ 48ก 	หีบx8 แพค6)","U00001152","8850718923069","U00001152","","","","","","",""
"SKU-817-1921","817","1921","เลย์ร็อค มันฝรั่งทอด รสบาร์บีคิว 48ก   (เลย์ร็อค มันฝรั่งทอด รสบาร์บีคิว 48ก  แพค6)","U00001153","8850718714933","U00001153","","","","","","",""
"SKU-817-1922","817","1922","เลย์ร็อค มันฝรั่งทอด รสบาร์บีคิว 48ก   (เลย์ร็อค มันฝรั่งทอด รสบาร์บีคิว 48ก หีบx8 แพค6)","U00001153","8850718923090","U00001153","","","","","","",""
"SKU-818-1923","818","1923","เลย์ร็อค มันฝรั่งทอด รสหมึกย่างฮอตชิลลี่ 48ก 	 (เลย์ร็อค มันฝรั่งทอด รสหมึกย่างฮอตชิลลี่ 48ก  แพค6)","U00001154","8850718714940","U00001154","","","","","","",""
"SKU-818-1924","818","1924","เลย์ร็อค มันฝรั่งทอด รสหมึกย่างฮอตชิลลี่ 48ก 	 (เลย์ร็อค มันฝรั่งทอด รสหมึกย่างฮอตชิลลี่ 48ก 	หีบx8 แพค6)","U00001154","8850718923106","U00001154","","","","","","",""
"SKU-819-1925","819","1925","เลย์ร็อค มันฝรั่งทอด รสกุ้งเผาน้ำจิ้ม 48ก 	 (เลย์ร็อค มันฝรั่งทอด รสกุ้งเผาน้ำจิ้ม 48ก  แพค6)","U00001155","8850718714988","U00001155","","","","","","",""
"SKU-819-1926","819","1926","เลย์ร็อค มันฝรั่งทอด รสกุ้งเผาน้ำจิ้ม 48ก 	 (เลย์ร็อค มันฝรั่งทอด รสกุ้งเผาน้ำจิ้ม 48ก 	หีบx8 แพค6)","U00001155","8850718923144","U00001155","","","","","","",""
"SKU-820-1927","820","1927","นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป ต้มยำกุ้งน้ำข้น 77 ก. (นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป ต้มยำกุ้งน้ำข้น 77 ก. แพค6)","U00001275","-","U00001275","","","","","","",""
"SKU-820-1984","820","1984","นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป ต้มยำกุ้งน้ำข้น 77 ก. (นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป ต้มยำกุ้งน้ำข้น 77ก หีบx12แพค6)","U00001275","-","U00001275","","","","","","",""
"SKU-821-1928","821","1928","นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป รสหมูสับ 77 ก. (นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป รสหมูสับ 77 ก.	แพค6)","U00001276","-","U00001276","","","","","","",""
"SKU-821-1983","821","1983","นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป รสหมูสับ 77 ก. (นิสชิน คัพ บะหมี่กึ่งสำเร็จรูป รสหมูสับ 77 ก.หีบx12แพค6)","U00001276","-","U00001276","","","","","","",""
"SKU-822-1929","822","1929","มาม่า คัพ 60 ก. เย็นตาโฟต้มยำ (มาม่าคัพ 60 ก. เย็นตาโฟต้มยำ	แพค6)","U00001278","-","U00001278","","","","","","",""
"SKU-822-2165","822","2165","มาม่า คัพ 60 ก. เย็นตาโฟต้มยำ (มาม่าคัพ 60 ก. เย็นตาโฟต้มยำ หีบx12แพค6)","U00001278","-","U00001278","","","","","","",""
"SKU-823-1930","823","1930","มาม่า คัพ 60 ก. หมูสับต้มยำน้ำข้น (มาม่าคัพ 60 ก. หมูสับต้มยำน้ำข้น	แพค6)","-","-","-","","","","","","",""
"SKU-823-2166","823","2166","มาม่า คัพ 60 ก. หมูสับต้มยำน้ำข้น (มาม่าคัพ 60 ก. หมูสับต้มยำน้ำข้น หีบx12แพค6)","-","-","-","","","","","","",""
"SKU-824-1935","824","1935","ไฮยีน เอ็กเพิร์ทแคร์ 470มล ซันไรส์คิส ชมพู (ไฮยีน เอ็กเพิร์ทแคร์ 470มล ซันไรส์คิส ชมพู แพค2+1)","U00001280","-","U00001280","","","","","","",""
"SKU-825-1936","825","1936","ไฮยีน เอ็กเพิร์ทแคร์ 480มล ดรีมมี่ฮัก ม่วงอ่อน	 (ไฮยีน เอ็กเพิร์ทแคร์ 480มล ดรีมมี่ฮัก ม่วงอ่อน	แพ็ค2+1)","U00001281","-","U00001281","","","","","","",""
"SKU-826-1937","826","1937","ไฮยีน เอ็กเพิร์ทแคร์ 480มล บลูมมิ่งทัช ชมพู (ไฮยีน เอ็กเพิร์ทแคร์ 480มล บลูมมิ่งทัช ชมพู แพค2+1)","U00001282","8850092281816","U00001282","","","","","","",""
"SKU-827-1938","827","1938","ไฮยีน เอ็กเพิร์ทแคร์ 480มล สวีท เบอร์รี่โทสต์ ชมพู (ไฮยีน เอ็กเพิร์ทแคร์ 480มล สวีท เบอร์รี่โทสต์ ชมพู แพค2+1)","U00001283","8850092310202","U00001283","","","","","","",""
"SKU-828-1939","828","1939","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   ซันคิส นง. (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   ซันคิส นง. แพค2+1)","-","8850092294816","-","","","","","","",""
"SKU-829-1940","829","1940","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   พิโอนีบลูม ดำ (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   พิโอนีบลูม ดำ แพค2+1)","U00001285","8850092298814","U00001285","","","","","","",""
"SKU-830-1941","830","1941","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   มิลค์กี้ทัช ขาว (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   มิลค์กี้ทัช ขาว แพค2+1)","U00001286","-","U00001286","","","","","","",""
"SKU-831-1942","831","1942","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   มอร์นิ่งฮัก ฟ้า (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   มอร์นิ่งฮัก ฟ้า แพค2+1)","U00001287","8850092288211","U00001287","","","","","","",""
"SKU-832-1943","832","1943","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   เลิฟทัช โอโรส (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   เลิฟทัช โอโรส แพค2+1)","U00001288","8850092287511","U00001288","","","","","","",""
"SKU-833-1944","833","1944","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   เลิฟลี่บลูม ชมพู (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   เลิฟลี่บลูม ชมพู แพค2+1)","U00001289","8850092292812","U00001289","","","","","","",""
"SKU-834-1945","834","1945","ไฮยีน เอ็กเพิร์ทแคร์ 480มล   แฮบปี้ ส้ม (ไฮยีน เอ็กเพิร์ทแคร์ 480มล   แฮบปี้ ส้ม แพค2+1)","U00001290","8850092285814","U00001290","","","","","","",""
"SKU-835-1946","835","1946","ไฮยีน น้ำยาซักผ้า 600 มล มิลค์กี้ทัช (ไฮยีน น้ำยาซักผ้า 600 มล มิลค์กี้ทัช ถุง)","U00001291","-","U00001291","","","","","","",""
"SKU-836-1947","836","1947","ยำยำสูตรเด็ด 75ก.ซอง สไปซี่ปูยักษ์ซอสโรเซ่ (ยำยำสูตรเด็ด 75ก.ซอง สไปซี่ปูยักษ์ซอสโรเซ่ แพค5ซอง)","U00001292","-","U00001292","","","","","","",""
"SKU-837-1948","837","1948","ซันซิล แชมพู 60มล.ชมพู  แพค6 (ซันซิล แชมพู 60มล.ชมพู 	แพค6)","U00001293","8851932354141","U00001293","","","","","","",""
"SKU-837-1949","837","1949","ซันซิล แชมพู 60มล.ชมพู  แพค6 (ซันซิล แชมพู 60มล.ชมพู  หีบx12แพค6)","U00001293","18851932356647","U00001293","","","","","","",""
"SKU-838-1950","838","1950","ซันซิล แชมพู  60มล. แดง	แพค6 (ซันซิล แชมพู  60มล. แดง	แพค6)","U00001294","8851932472722","U00001294","","","","","","",""
"SKU-838-1951","838","1951","ซันซิล แชมพู  60มล. แดง	แพค6 (ซันซิล แชมพู  60มล. แดง	หีบx12แพค6)","U00001294","18851932460344","U00001294","","","","","","",""
"SKU-839-1952","839","1952","ซันซิล แชมพู  60มล. ม่วง	แพค6 (ซันซิล แชมพู  60มล. ม่วง	แพค6)","U00001295","-","U00001295","","","","","","",""
"SKU-839-1953","839","1953","ซันซิล แชมพู  60มล. ม่วง	แพค6 (ซันซิล แชมพู  60มล. ม่วง	หีบx12แพค6)","U00001295","-","U00001295","","","","","","",""
"SKU-840-1954","840","1954","ซันซิล แชมพู  60มล. ส้ม แพค6 (ซันซิล แชมพู  60มล. ส้ม	แพค6)","U00001296","-","U00001296","","","","","","",""
"SKU-840-1955","840","1955","ซันซิล แชมพู  60มล. ส้ม แพค6 (ซันซิล แชมพู  60มล. ส้ม	หีบx12แพค6)","U00001296","-","U00001296","","","","","","",""
"SKU-841-1956","841","1956","ซันซิล แชมพู  60มล. เขียว	แพค6 (ซันซิล แชมพู  60มล. เขียว	แพค6)","U00001297","8851932354189","U00001297","","","","","","",""
"SKU-841-1957","841","1957","ซันซิล แชมพู  60มล. เขียว	แพค6 (ซันซิล แชมพู  60มล. เขียว หีบx12แพค6)","U00001297","18851932357019","U00001297","","","","","","",""
"SKU-843-1958","843","1958","ซันซิล แชมพู 60มล. ดำ แพค6 (ซันซิล แชมพู 60มล. ดำ แพค6)","U00001298","-","U00001298","","","","","","",""
"SKU-843-1959","843","1959","ซันซิล แชมพู 60มล. ดำ แพค6 (ซันซิล แชมพู 60มล. ดำ หีบx12แพค6)","U00001298","-","U00001298","","","","","","",""
"SKU-844-1960","844","1960","ซันซิล แชมพู  60มล. เหลือง	แพค6 (ซันซิล แชมพู  60มล. เหลือง	แพค6)","U00001299","8851932354134","U00001299","","","","","","",""
"SKU-844-1961","844","1961","ซันซิล แชมพู  60มล. เหลือง	แพค6 (ซันซิล แชมพู  60มล. เหลือง	หีบx12แพค6)","U00001299","18851932356579","U00001299","","","","","","",""
"SKU-845-1963","845","1963","ไฮยีน ปรับผ้านุ่ม 500มล.พิ้งค์ ชมพู แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.พิ้งค์ ชมพู แพค3)","U00001300","8850092262501","U00001300","","","","","","",""
"SKU-845-1964","845","1964","ไฮยีน ปรับผ้านุ่ม 500มล.พิ้งค์ ชมพู แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.พิ้งค์ ชมพู หีบx8แพค3)","U00001300","28850092262376","U00001300","","","","","","",""
"SKU-846-1965","846","1965","ไฮยีน ปรับผ้านุ่ม 500มล.ไวโอเล็ต ม่วง แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.ไวโอเล็ต ม่วง แพค3)","U00001301","8850092266509","U00001301","","","","","","",""
"SKU-846-1966","846","1966","ไฮยีน ปรับผ้านุ่ม 500มล.ไวโอเล็ต ม่วง แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.ไวโอเล็ต ม่วง หีบx8แพค3)","U00001301","28850092266374","U00001301","","","","","","",""
"SKU-847-1967","847","1967","ไฮยีน ปรับผ้านุ่ม 500มล.โอเชี่ยนบลู ฟ้า แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.โอเชี่ยนบลู ฟ้า แพค3)","U00001302","8850092264376","U00001302","","","","","","",""
"SKU-847-1968","847","1968","ไฮยีน ปรับผ้านุ่ม 500มล.โอเชี่ยนบลู ฟ้า แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.โอเชี่ยนบลู ฟ้า หีบx 8แพค3)","U00001302","28850092264370","U00001302","","","","","","",""
"SKU-848-1969","848","1969","ไฮยีน ปรับผ้านุ่ม 500มล.ซอฟท์ไวท์ ขาว แพค3  (ไฮยีน ปรับผ้านุ่ม 500มล.ซอฟท์ไวท์ ขาว แพค3 )","U00001303","8850092260385","U00001303","","","","","","",""
"SKU-848-1970","848","1970","ไฮยีน ปรับผ้านุ่ม 500มล.ซอฟท์ไวท์ ขาว แพค3  (ไฮยีน ปรับผ้านุ่ม 500มล.ซอฟท์ไวท์ ขาว หีบx8แพค3)","U00001303","28850092260389","U00001303","","","","","","",""
"SKU-849-1971","849","1971","ไฮยีน ปรับผ้านุ่ม 500มล.อโรมา แดง แพค3  (ไฮยีน ปรับผ้านุ่ม 500มล.อโรมา แดง แพค3 )","U00001304","8850092265502","U00001304","","","","","","",""
"SKU-849-1972","849","1972","ไฮยีน ปรับผ้านุ่ม 500มล.อโรมา แดง แพค3  (ไฮยีน ปรับผ้านุ่ม 500มล.อโรมา แดง หีบx8แพค3 )","U00001304","28850092265377","U00001304","","","","","","",""
"SKU-850-1973","850","1973","ไฮยีน ปรับผ้านุ่ม 500มล.กรีนเนเชอร์ เขียว แพค3  (ไฮยีน ปรับผ้านุ่ม 500มล.กรีนเนเชอร์ เขียว แพค3 )","U00001305","8850092263508","U00001305","","","","","","",""
"SKU-850-1974","850","1974","ไฮยีน ปรับผ้านุ่ม 500มล.กรีนเนเชอร์ เขียว แพค3  (ไฮยีน ปรับผ้านุ่ม 500มล.กรีนเนเชอร์ เขียว หีบx8แพค3)","U00001305","28850092263373","U00001305","","","","","","",""
"SKU-851-1975","851","1975","ไฮยีน ปรับผ้านุ่ม 500มล.การ์เด้น ชมพูเข้ม แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.การ์เด้น ชมพูเข้ม แพค3)","U00001306","8850092265373","U00001306","","","","","","",""
"SKU-851-1976","851","1976","ไฮยีน ปรับผ้านุ่ม 500มล.การ์เด้น ชมพูเข้ม แพค3 (ไฮยีน ปรับผ้านุ่ม 500มล.การ์เด้น ชมพูเข้ม หีบx8แพค3)","U00001306","28850092261379","U00001306","","","","","","",""
"SKU-852-1977","852","1977","เย็นเย็น  เก็กฮวยน้ำผึ้ง 315 มล. (เย็นเย็น เครื่องดื่ม เก็กฮวยน้ำผึ้ง 315 มล. หีบx24)","U00001310","8858891303012","U00001310","","","","","","",""
"SKU-853-1979","853","1979","ซันซิล แชมพู 120มล.+ครีมนวด50มล. ส้ม	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. ส้ม	แพค6+6)","U00001307","8851932462990","U00001307","","","","","","",""
"SKU-853-2194","853","2194","ซันซิล แชมพู 120มล.+ครีมนวด50มล. ส้ม	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. ส้ม	หีบx8แพค6)","U00001307","18851932451083","U00001307","","","","","","",""
"SKU-854-1980","854","1980","ซันซิล แชมพู 120มล.+ครีมนวด50มล. ชมพู	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. ชมพู	แพค6+6)","U00001308","8851932462976","U00001308","","","","","","",""
"SKU-854-1993","854","1993","ซันซิล แชมพู 120มล.+ครีมนวด50มล. ชมพู	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. ชมพู หีบx8แพค6)","U00001308","18851932451076","U00001308","","","","","","",""
"SKU-855-1981","855","1981","ซันซิล แชมพู 120มล.+ครีมนวด50มล. เขียว	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. เขียว	แพค6+6)","U00001309","-","U00001309","","","","","","",""
"SKU-855-1992","855","1992","ซันซิล แชมพู 120มล.+ครีมนวด50มล. เขียว	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. เขียว หีบx8แพค6)","U00001309","-","U00001309","","","","","","",""
"SKU-856-1982","856","1982","ซันซิล แชมพู 120มล.+ครีมนวด50มล. แดง	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. แดง	แพค6+6)","U00001311","8851932481250","U00001311","","","","","","",""
"SKU-856-1991","856","1991","ซันซิล แชมพู 120มล.+ครีมนวด50มล. แดง	แพค6+6 (ซันซิล แชมพู 120มล.+ครีมนวด50มล. แดง	หีบx8แพค6)","U00001311","18851932467343","U00001311","","","","","","",""
"SKU-857-1989","857","1989","แพนทีน แชมพู 70 มล กันผมร่วง ชมพู	 (แพนทีน แชมพู 70 มล กันผมร่วง ชมพู แพค6)","U00001312","4902430413183","U00001312","","","","","","",""
"SKU-857-1990","857","1990","แพนทีน แชมพู 70 มล กันผมร่วง ชมพู	 (แพนทีน แชมพู 70 มล กันผมร่วง ชมพู	หีบx8แพค6)","U00001312","-","U00001312","","","","","","",""
"SKU-858-2001","858","2001","ยำยำ7บ.ต้มยำกุ้ง          แพค 10ซอง	 (ยำยำ7บ.ต้มยำกุ้ง          แพค 10ซอง	)","U00001322","-","U00001322","","","","","","",""
"SKU-858-2002","858","2002","ยำยำ7บ.ต้มยำกุ้ง          แพค 10ซอง	 (ยำยำ7บ.ต้มยำกุ้ง          แพค 10ซอง	หีบx18แพค)","U00001322","-","U00001322","","","","","","",""
"SKU-859-2003","859","2003","ยำยำ7บ.ต้มยำกุ้งน้ำข้น แพค 10ซอง	 (ยำยำ7บ.ต้มยำกุ้งน้ำข้น แพค 10ซอง)","U00001323","8850250005391","U00001323","","","","","","",""
"SKU-859-2004","859","2004","ยำยำ7บ.ต้มยำกุ้งน้ำข้น แพค 10ซอง	 (ยำยำ7บ.ต้มยำกุ้งน้ำข้น แพค 10ซอง	หีบx18แพค)","U00001323","8850250005438","U00001323","","","","","","",""
"SKU-860-2005","860","2005","ยำยำ7บ หมูสับ             แพค 10ซอง  (ยำยำ7บ หมูสับ             แพค 10ซอง)","U00001324","8850250000150","U00001324","","","","","","",""
"SKU-860-2006","860","2006","ยำยำ7บ หมูสับ             แพค 10ซอง  (ยำยำ7บ หมูสับ             แพค 10ซอง 	หีบx18แพค)","U00001324","-","U00001324","","","","","","",""
"SKU-861-2007","861","2007","เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้ 65 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้ 65 มล.	แพค6)","U00001319","-","U00001319","","","","","","",""
"SKU-861-2008","861","2008","เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้ 65 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้ 65 มล.	หีบx8แพค6)","U00001319","-","U00001319","","","","","","",""
"SKU-862-2009","862","2009","เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 65 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 65 มล.	แพค6)","U00001320","4902430635097","U00001320","","","","","","",""
"SKU-862-2010","862","2010","เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 65 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 65 มล.	หีบx8แพค6)","U00001320","14902430628195","U00001320","","","","","","",""
"SKU-863-2011","863","2011","เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 65 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 65 มล.	แพค6)","U00001321","4902430635073","U00001321","","","","","","",""
"SKU-863-2012","863","2012","เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 65 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 65 มล.	หีบx8แพค6)","U00001321","14902430628201","U00001321","","","","","","",""
"SKU-864-2013","864","2013","เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้  140 มล. 	 (เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้  140 มล. 	แพค3)","U00001316","14987176122480","U00001316","","","","","","",""
"SKU-864-2014","864","2014","เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้  140 มล. 	 (เฮดแอนด์โชว์เดอร์ แชมพู สมูทแอนด์ซิลกี้  140 มล. 	หีบx8แพค3)","U00001316","24987176122487","U00001316","","","","","","",""
"SKU-865-2015","865","2015","เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 140 มล. (เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 140 มล.	แพค3)","U00001317","4902430373418","U00001317","","","","","","",""
"SKU-865-2016","865","2016","เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 140 มล. (เฮดแอนด์โชว์เดอร์ แชมพู คูล เมนทอล 140 มล.	หีบx8แพค3)","U00001317","14902430372920","U00001317","","","","","","",""
"SKU-866-2017","866","2017","เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 140 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 140 มล.	แพค3)","U00001318","4902430373814","U00001318","","","","","","",""
"SKU-866-2018","866","2018","เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 140 มล.	 (เฮดแอนด์โชว์เดอร์ แชมพู แอปเปิ้ลเฟรช 140 มล.	หีบx8แพค3)","U00001318","14902430373729","U00001318","","","","","","",""
"SKU-867-2022","867","2022","ซันไลต์ ล้างจาน เลมอน ถุง 300มล.  (ซันไลต์ ล้างจาน เลมอน ถุง 300มล. แพค3)","U00001325","8851932368551","U00001325","","","","","","",""
"SKU-867-2023","867","2023","ซันไลต์ ล้างจาน เลมอน ถุง 300มล.  (ซันไลต์ ล้างจาน เลมอน ถุง 300มล. หีบx12แพค3)","U00001325","18851932431870","U00001325","","","","","","",""
"SKU-868-2024","868","2024","ซันไลต์ ล้างจาน เลมอน ขวด150มล. (ซันไลต์ ล้างจาน เลมอน ขวด150มล.แพค6)","U00001326","-","U00001326","","","","","","",""
"SKU-868-2025","868","2025","ซันไลต์ ล้างจาน เลมอน ขวด150มล. (ซันไลต์ ล้างจาน เลมอน ขวด150มล.	หีบx8แพค6)","U00001326","-","U00001326","","","","","","",""
"SKU-869-2026","869","2026","*เบบี้เลิฟเดย์แพ้นท์ XXL-11ชิ้น  (เบบี้เลิฟเดย์แพ้นท์ XXL-11ชิ้น 	หีบx6)","-","-","-","","","","","","",""
"SKU-870-2027","870","2027","*เบบี้เลิฟเดย์แพ้นท์ XL -13ชิ้น  (เบบี้เลิฟเดย์ไนท์แพ้นท์ XL -11ชิ้น  	หีบx6)","U00001328","-","U00001328","","","","","","",""
"SKU-871-2028","871","2028","*เบบี้เลิฟเดย์แพ้นท์  L  -14ชิ้น 	หีบx6 (เบบี้เลิฟเดย์แพ้นท์  L  -14ชิ้น 	หีบx6)","U00001329","-","U00001329","","","","","","",""
"SKU-872-2029","872","2029","*เบบี้เลิฟเดย์แพ้นท์  M -17ชิ้น 	หีบx6 (เบบี้เลิฟเดย์แพ้นท์  M -17ชิ้น 	หีบx6)","-","-","-","","","","","","",""
"SKU-873-2030","873","2030","*เบบี้เลิฟเดย์แพ้นท์  S -19ชิ้น 	 (เบบี้เลิฟเดย์แพ้นท์  S -19ชิ้น หีบx6)","U00001331","-","U00001331","","","","","","",""
"SKU-874-2031","874","2031","ไฮยีน เอ็กเพิร์ทแคร์ 20มลx24 เลิฟลี่บลูม ชมพู 	 (ไฮยีน เอ็กเพิร์ทแคร์ 20มลx24 เลิฟลี่บลูม ชมพู 	หีบx15แพค)","U00001332","8850092292102","U00001332","","","","","","",""
"SKU-874-2032","874","2032","ไฮยีน เอ็กเพิร์ทแคร์ 20มลx24 เลิฟลี่บลูม ชมพู 	 (ไฮยีน เอ็กเพิร์ทแคร์ 20มลx24 เลิฟลี่บลูม ชมพู 	หีบx15แพค)","U00001332","18850092292024","U00001332","","","","","","",""
"SKU-875-2033","875","2033","ไฮยีน เอ็กเพิร์ทแคร์ 20มลx24 แฮปปี้ซัน ส้ม (ไฮยีน เอ็กเพิร์ทแคร์ 20มลx24 แฮปปี้ซัน ส้ม)","U00001333","8850092285104","U00001333","","","","","","",""
